x1,x2,x3,Y
-0.07361878187059379,0.901735822941424,2.4390856236064087,1
0.7528462519346206,0.34571434860374317,0.6198628909926689,1
1.2476001179513427,-0.2953092302071616,1.516113370500996,1
0.13191846778541405,0.8498426803237635,0.7588445376134167,1
0.4860495863499328,0.7923142024253802,1.954390995021727,1
0.11915585362408798,-0.9449973586171256,0.3211865169413637,1
2.8665250874200554,0.5606886552019941,1.8654826387121366,1
-0.18426223263761954,1.222524939942878,2.5116362588740273,1
0.8066503468350317,0.4653948075596759,2.0487827757703547,1
1.5790206853087072,1.4767540298399293,1.4102143017953925,1
-1.1674276205996967,0.8814991495438599,-0.09904568597444141,2
-0.45218685566239747,-0.10091024074408672,1.7941178086778389,2
-1.6093849505422693,1.37692511970717,-1.449936132544059,2
-1.0044939497336005,0.8282320249385089,-0.6759837474551025,2
-0.6438851709536546,0.33499658081298667,-1.9635446499472833,2
-1.4655759394017327,0.721467322023968,0.32421570023162577,2
0.07873095237179739,0.8546479636597397,1.0866927600864071,2
0.8427127468013345,1.3092470029725998,-0.7093873831943108,2
-2.1418027085247955,1.896412142279472,-0.02951044169560763,2
-1.7055229154481402,2.909232003854903,0.13096660699302892,2
2.016876228827973,-0.889307590952544,1.9234649863232858,3
-1.1323708266462267,0.9234737122359686,1.0397042333338735,3
0.41045460407743517,-1.7090956756226583,1.5029135661513289,3
3.449155103079663,-3.0155830435443085,2.9590698133532403,3
-2.424167855964343,1.2807947834507827,1.3209550278513553,3
-2.50540073898719,0.9400693471716073,2.8869494772860684,3
3.1909589015873467,0.9191150553019352,1.0980223983152297,3
1.2299504050102856,-1.6834815231760802,1.373886076165566,3
0.30845972115084647,-2.481672392623829,2.671916081355206,3
1.9664259784914544,-1.0788410122038259,1.103054943083896,3
