x1,x2,Y
0.9645880798191239,-0.6770094463128087,1
1.1213730399620718,0.2789602603687819,1
1.4912085113075146,0.4877407973888788,1
1.0507321930195037,0.26101589792592284,1
1.1482004118411524,-0.5835651786916871,1
1.5458642495894832,-0.4273988456895088,1
1.558916863446476,0.28235104611056483,1
0.8096234954360211,0.2879378285403668,1
1.2092395077331792,-0.24966774322894847,1
1.1188590579327733,0.9871684691407119,1
1.2976724769066137,0.5316749918379788,1
0.8048905291329786,-0.10477743613251676,1
1.489248485115891,-0.08746204944894843,1
1.3200195109561341,0.5327437002998072,1
0.9396477961899736,0.06819259908349415,1
0.8372768442737513,-0.22238651684658378,1
0.43924117621098724,-0.6280354361896802,1
0.7898506981341739,0.6546553468060264,1
0.8853775830766548,0.010183489501580672,1
1.9186090095952215,0.5251525452019035,1
0.71468149771035,-0.372657637574914,1
1.1311859582116965,-0.5230339442901493,1
0.1275976578338912,-0.38317405327135107,1
0.9538213221529321,-0.977154093160783,1
1.9304279982742605,0.6296545299185661,1
1.7733439177560903,-0.1787826235841862,1
1.3030859465502929,0.590055604990985,1
1.5826060199791994,-0.05137991425220371,1
1.3426462098254852,0.10221612517556045,1
1.1715167673882962,-0.15581441441889296,1
-0.028946357428771385,0.4212151537435725,1
1.1529179392666216,0.299289189675954,1
0.3855298101622968,0.8438853516218799,1
1.6041876897690193,-0.07446607448798986,1
0.7126750732600409,-0.2541811781464283,1
0.9519538555424305,0.6396465909438507,1
0.6861566536247927,-0.8633231946030837,1
0.7816645368764018,0.37565753051170714,1
1.1266965807779048,-0.26811114681968723,1
1.3445230077171435,-0.5434375142839112,1
0.4569503071767662,-1.0562593658927177,1
1.5276437583953362,1.0032835535506068,1
-0.1586648144398639,-0.36564357257487157,1
1.2355801742581178,-0.9800536996626369,1
-0.0764411891722323,-1.2325373006341778,1
1.2136009092621256,0.5870920987982684,1
1.5347333136951493,-0.7081026845566012,1
1.2833142072655979,-0.12625091999732793,1
0.7255802702565244,0.4940542826435736,1
0.11471163268374052,-0.027571177558125198,1
0.7664553254983972,0.10832545779458856,1
1.4021750408390052,0.2350099262415355,1
0.8182341126862016,0.41646320452527263,1
0.7748909823547764,-0.3662067467770217,1
0.9061015072363433,0.9077308389005972,1
0.9025814428632776,0.2914112973343465,1
0.3858499820559318,0.2997558586612478,1
